xrc,xrd,beta_c,beta_d,beta_c_minus,beta_d_minus,N_on_c,N_on_d,N_optout,P_total,Pref,Eavg
7,2,0.428571428571429,0,0.0174418604651163,0,169,31,0,603.767741565107,600,0.505416656550901
4,3,1,0,0.0348837209302326,0,166,31,0,596.316835949424,600,0.505499376615816
1,1,1,0,0.0470588235294118,0,162,31,0,566.138855792462,600,0.505580367543416
3,2,1,0,0.0736196319018405,0,151,31,0,536.96239099444,600,0.505655997435385
1,2,1,0,0.038961038961039,0,148,31,0,514.891125765359,600,0.505723709368613
2,1,1,0,0.0268456375838926,0,145,31,0,508.488672872502,600,0.505788656522887
3,1,1,0,0.00680272108843537,0,146,31,0,517.826733816272,600,0.505852052426914
3,0,1,0,0.0268456375838926,0,145,31,0,512.056449471219,600,0.505916216322992
8,1,1,0,0.0337837837837838,0,143,31,0,528.620946993898,600,0.505981766289662
11,0,1,0,0.0728476821192053,0,140,31,0,527.572486230679,600,0.506048784016752
3,1,1,0,0.0132450331125828,0,149,31,0,535.667128954669,600,0.506116245018927
3,2,1,0,0.0263157894736842,0,148,31,0,532.569113673649,600,0.506183625672656
1,0,1,0,0.033112582781457,0,146,31,0,510.505234046113,600,0.506250686709715
1,0,1,0,0.0408163265306122,0,141,31,0,488.407752147288,600,0.506317182960396
8,0,1,0,0,0,142,31,0,526.667547618358,600,0.506378882852572
2,0,1,0,0.0133333333333333,0,148,31,0,528.623158675242,600,0.506446078090744
2,3,1,0,0.0266666666666667,0,146,31,0,518.918484838713,600,0.506513569259483
2,3,1,0,0.0202702702702703,0,145,31,0,515.198155972662,600,0.506578887830905
3,0,1,0,0.0340136054421769,0,142,31,0,507.009169428895,600,0.50664230399491
2,1,1,0,0.0137931034482759,0,143,31,0,506.358115335932,600,0.506703103029318
7,1,1,0,0.0482758620689655,0,138,31,0,506.425748805588,600,0.506765049148152
1,0,1,0,0.0206896551724138,0,142,31,0,500.583418430987,600,0.506825997482015
2,4,1,0,0.027972027972028,0,139,31,0,491.594249137368,600,0.506884471255173
2,1,1,0,0.0354609929078014,0,136,31,0,477.962049067437,600,0.506941239540239
1,1,1,0,0.0434782608695652,0,132,31,0,452.209542127129,600,0.506995957347272
4,3,1,0,0.0150375939849624,0,131,31,0,461.41906412859,600,0.507046902271655
5,0,1,0,0.0296296296296296,0,131,31,0,469.612623516289,600,0.507099925495026
3,1,1,0,0.0661764705882353,0,127,31,0,440.6988993663,600,0.507154600703483
5,2,1,0,0.0153846153846154,0,128,31,0,459.398611199078,600,0.50720396525943
4,2,1,0,0.0150375939849624,0,131,31,0,466.707054221177,600,0.507255704542516
3,0,1,0,0.00740740740740741,0,134,31,0,476.811601397979,600,0.507307677100851
4,1,1,0,0,1,137,30,0,501.679418564367,600,0.507362273862119
3,1,1,0,0.0141843971631206,0,139,30,0,504.581895835487,600,0.507420152761834
2,1,1,0,0,1,142,29,0,517.721263243663,600,0.507480700554434
3,3,1,0,0.00694444444444444,0,143,29,0,527.106029443952,600,0.507542164673122
4,0,1,0,0,1,146,28,0,547.91260227622,600,0.507606081084657
5,1,1,0,0.00666666666666667,0,149,28,0,568.07830416724,600,0.507675143415942
2,0,1,0,0,1,154,27,0,580.65389494601,600,0.507745968394741
6,0,0.833333333333333,0,0.00641025641025641,0,155,27,0,603.11962084658,600,0.507819956280447
5,2,0,1,0,1,160,26,0,599.077183315378,600,0.507895634886822
2,2,1,0,0.00625,0,159,28,0,603.975660712849,600,0.507971533058531
6,1,0,1,0,1,161,27,0,600.354027671176,600,0.508047868877745
4,1,0.5,0,0.0062111801242236,0,160,28,0,603.206800505152,600,0.508124105235049
5,0,0,0,0,1,162,27,0,609.862391855457,600,0.508201263395612
4,1,0,1,0.00617283950617284,0,161,27,0,599.166615865581,600,0.508279712179773
3,0,0,0,0,1,161,27,0,602.098173720132,600,0.508356528466749
4,0,0.25,0,0.0062111801242236,0,160,27,0,603.247286929116,600,0.508433595374917
3,1,0,1,0,1,161,26,0,605.675067176233,600,0.508511228407261
2,7,0,0.142857142857143,0.0062111801242236,0,160,27,0,598.139305074217,600,0.508589833685297
4,1,0,1,0,1,160,27,0,599.877145021196,600,0.508666799203857
3,2,0.333333333333333,0,0.00625,0,159,28,0,600.634335221903,600,0.508743842177166
2,1,0,1,0,1,160,27,0,598.457940952215,600,0.508819989467008
3,3,0.666666666666667,0,0.00625,0,159,28,0,603.642375737787,600,0.50889705660003
5,0,0,0,0,1,161,27,0,609.974622615351,600,0.508974632954758
3,3,0,0.333333333333333,0.0124223602484472,0,159,27,0,597.248509431906,600,0.509053605908392
4,0,0,0,0,1,159,27,0,601.815306086682,600,0.509130348047998
5,0,0.2,0,0.00628930817610063,0,158,27,0,600.491378478426,600,0.509207195050322
3,4,0,0.25,0,1,159,26,0,599.26455299182,600,0.509284834646907
5,1,0.4,0,0.00628930817610063,0,158,27,0,602.224747812342,600,0.509362337914557
4,3,0,0.666666666666667,0,1,160,26,0,599.286834027786,600,0.509440291602895
3,0,0.666666666666667,0,0.00625,0,159,28,0,604.792945037556,600,0.50951798126548
1,0,0,0,0,1,161,27,0,610.26420903028,600,0.509595725866584
0,0,0,0,0.0062111801242236,0,160,27,0,606.144443350088,600,0.509673919131949
2,1,0,1,0,1,160,26,0,607.870546762838,600,0.509750991010978
2,2,0.5,0,0.0125,0,158,27,0,604.576232603164,600,0.50982750569801
5,4,0,0.5,0,1,159,26,0,598.178706431768,600,0.509904444766688
1,0,1,0,0.00628930817610063,0,158,28,0,599.093281491827,600,0.509980778490213
2,1,0,1,0,1,159,27,0,601.892294615922,600,0.510057333938216
0,2,0,0,0.00628930817610063,0,158,28,0,596.524929154564,600,0.510133939100386
1,1,1,0,0,1,158,27,0,603.301282131613,600,0.51021119324634
2,1,0.5,0,0.00628930817610063,0,158,27,0,603.805573572046,600,0.510288624997728
3,2,0,1,0,1,159,26,0,597.206438008167,600,0.510365156261375
5,1,0.4,0,0.00628930817610063,0,158,28,0,602.150796441814,600,0.510441079808276
3,2,0,1,0,1,160,27,0,594.967847922827,600,0.510517043342645
1,1,1,0,0.00625,0,159,29,0,593.983604635448,600,0.51059256626573
1,0,1,0,0,0,160,29,0,599.647735361094,600,0.510668662260329
2,2,0,1,0,1,161,28,0,595.059404589862,600,0.510744630709821
3,3,1,0,0.0062111801242236,0,160,30,0,599.614591059726,600,0.510819214645825
6,1,0,1,0,2,163,28,0,604.014411715617,600,0.51089652916508
1,0,1,0,0.0122699386503067,0,161,29,0,596.883987269957,600,0.51097353559267
1,2,0,1,0,2,162,27,0,598.327787480717,600,0.511050690262179
5,1,0.6,0,0.0123456790123457,0,160,29,0,602.792079900392,600,0.51112740993974
5,2,0,1,0,2,163,27,0,604.289912101634,600,0.511205444315977
1,3,1,0,0.00613496932515337,0,162,29,0,603.499566034339,600,0.511283227276636
3,0,0,0,0,0,163,29,0,603.499566034339,600,0.511361405159763
4,0,0,0,0,0,163,29,0,603.499566034339,600,0.511439671157276
2,0,0,0,0,1,163,28,0,608.755125762164,600,0.511518013372431
6,2,0,0.5,0.00613496932515337,0,162,28,0,599.085168934019,600,0.511597503307663
8,0,0,0,0,1,162,28,0,604.643319935833,600,0.511675027847393
1,3,1,0,0.0123456790123457,0,160,28,0,600.666536119989,600,0.51175370069774
5,3,0.6,0,0.0186335403726708,0,158,28,0,600.564448299927,600,0.511830820549744
8,1,0.5,0,0.0248447204968944,0,157,28,0,602.713792898737,600,0.511907703665162
2,1,0.5,0,0.0062111801242236,0,160,28,0,603.619455268928,600,0.511984309368393
1,1,1,0,0.0186335403726708,0,158,28,0,590.884324560799,600,0.512059515377374
2,2,1,0,0.00628930817610063,0,158,28,0,595.433460480526,600,0.512133932048715
3,1,1,0,0.0125,0,158,28,0,597.315467024743,600,0.512209628533901
2,1,1,0,0.0186335403726708,0,158,28,0,592.182401409358,600,0.512285762480872
5,0,1,0,0.01875,0,157,28,0,600.455058150983,600,0.512361625956469
5,3,1,0,0.0493827160493827,0,154,28,0,581.878661755929,600,0.512436936665092
2,1,1,0,0.0691823899371069,0,148,28,0,542.206992333367,600,0.512511995393907
3,1,1,0,0.02,0,147,28,0,539.614135605076,600,0.512581443931396
3,1,1,0,0.02,0,147,28,0,537.028714114738,600,0.512651614017184
5,0,1,0,0.00666666666666667,0,149,28,0,558.746410404778,600,0.512721873156448
1,1,1,0,0.00649350649350649,0,153,28,0,558.857329290034,600,0.512794789671839
4,2,1,0,0.051948051948052,0,146,28,0,536.929453250159,600,0.512867694598939
4,2,1,0,0.0133333333333333,0,148,28,0,547.076719921477,600,0.512937680484928
5,0,1,0,0.0131578947368421,0,150,28,0,560.685419984218,600,0.513008430684735
3,0,1,0,0.0129032258064516,0,153,28,0,565.280279566667,600,0.513082778907225
2,1,1,0,0.0192307692307692,0,153,28,0,559.594570288876,600,0.513158684747358
3,2,1,0,0.0129032258064516,0,153,28,0,563.951169790168,600,0.513234868844045
5,1,1,0,0.0448717948717949,0,149,28,0,554.2401718868,600,0.5133100661293
1,0,1,0,0.00649350649350649,0,153,28,0,552.954126770263,600,0.513385010812372
2,3,1,0,0.012987012987013,0,152,28,0,556.237688876573,600,0.513460316117395
2,0,1,0,0.012987012987013,0,152,28,0,558.979299895691,600,0.513536411155683
2,1,1,0,0.00649350649350649,0,153,28,0,562.351620731456,600,0.51361216327292
7,2,1,0,0.0258064516129032,0,151,28,0,577.037235173052,600,0.513688788890594
3,1,1,0,0.0316455696202532,0,153,28,0,567.849912625139,600,0.513767517813861
6,1,1,0,0.0192307692307692,0,153,28,0,580.082327470092,600,0.513845365498805
2,2,1,0,0.0314465408805031,0,154,28,0,562.115094261976,600,0.513925167633462
5,2,1,0,0.0256410256410256,0,152,28,0,568.679140428309,600,0.514003539572377
1,2,1,0,0.0191082802547771,0,154,28,0,558.489241033356,600,0.514082120642622
1,1,1,0,0.0258064516129032,0,151,28,0,544.354221881296,600,0.514159099719399
4,1,1,0,0.0197368421052632,0,149,28,0,551.823956046046,600,0.514234196755695
5,1,1,0,0.0130718954248366,0,151,28,0,564.775562380768,600,0.514310017643592
6,3,1,0,0.0192307692307692,0,153,28,0,578.772302630086,600,0.514389503438122
2,3,1,0,0.0251572327044025,0,155,28,0,571.423623765156,600,0.514471105688379
2,2,1,0,0.0318471337579618,0,152,28,0,555.063334986549,600,0.514549485280841
0,2,0,0,0.012987012987013,0,152,28,0,547.047022143826,600,0.514626007558371
5,2,1,0,0.0328947368421053,0,147,28,0,540.185835073953,600,0.514700632248204
3,2,1,0,0,2,152,26,0,564.803100992199,600,0.51477707903422
1,0,1,0,0.0129032258064516,0,153,26,0,558.913987485937,600,0.514856311255723
4,3,1,0,0,1,154,25,0,585.727756948885,600,0.514933721164998
2,1,1,0,0.0126582278481013,0,156,25,0,586.397786491235,600,0.515014306040023
5,2,0.8,0,0,0,158,25,0,602.063398955553,600,0.515094415994997
2,2,0,1,0,1,162,24,0,597.219437854926,600,0.515178848748316
3,0,0.333333333333333,0,0,0,162,26,0,603.32975952625,600,0.515263652126842
3,1,0.333333333333333,0,0.00613496932515337,0,162,26,0,603.134971546426,600,0.515348821114185
0,2,0,1,0,1,163,25,0,597.331912653826,600,0.515433336255294
2,2,0,0.5,0,1,163,26,0,594.082277136427,600,0.515517487777846
2,0,0.5,0,0,1,163,26,0,602.623970651394,600,0.515600474331314
6,1,0.166666666666667,0,0.00609756097560976,0,163,26,0,602.646855059409,600,0.515684438257546
5,1,0,1,0,1,164,25,0,604.253897761572,600,0.515768843751364
4,2,0.5,0,0.0121951219512195,0,162,26,0,604.975427353932,600,0.515853411917364
5,2,0,1,0,0,164,26,0,595.282601131351,600,0.515937842199539
7,1,0,1,0,1,164,27,0,595.20816964918,600,0.516021180604886
4,0,0.25,0,0,0,164,28,0,600.63204817967,600,0.516103932197094
6,1,0.166666666666667,0,0.00606060606060606,0,164,28,0,601.582668810243,600,0.516187929105777
4,3,0,0.666666666666667,0,1,165,27,0,597.551420930884,600,0.516271681678169
1,2,1,0,0.0121212121212121,0,163,29,0,594.211906578794,600,0.516355234272929
2,0,0,0,0,2,164,27,0,602.936031655444,600,0.516439151868733
3,1,0.666666666666667,0,0.0121951219512195,0,162,27,0,600.091795760049,600,0.516524232045155
4,5,0,0.2,0,0,164,27,0,594.321860003181,600,0.516609115817676
1,2,1,0,0,0,164,28,0,598.85812683619,600,0.516692853233818
1,0,0,0,0,1,165,27,0,603.242480311112,600,0.516777809768071
4,3,0.25,0,0.00606060606060606,0,164,27,0,603.223448506017,600,0.516863172422129
3,2,0,1,0,2,165,25,0,605.049120599551,600,0.516949176576632
4,1,0,1,0.00606060606060606,0,164,27,0,597.053233396674,600,0.517034750424105
2,0,0,0,0,1,164,27,0,600.067893988225,600,0.517118488788584
1,1,0,1,0,0,164,27,0,595.050874798454,600,0.517202946643127
2,1,1,0,0.00609756097560976,0,163,28,0,600.331290730897,600,0.517286185761084
4,2,0.25,0,0.00606060606060606,0,164,28,0,600.848660532341,600,0.517369422833391
4,1,0,1,0,2,165,26,0,605.1799867283,600,0.51745283985082
3,5,0.666666666666667,0,0.0121212121212121,0,163,27,0,604.263290329865,600,0.51753687218437
3,0,0,0,0,2,165,25,0,616.763906098832,600,0.517621275691668
3,0,0,0,0.00606060606060606,0,164,25,0,613.021615137092,600,0.517708235781845
3,4,0,0.5,0.00609756097560976,0,163,25,0,597.299448279181,600,0.517793702003391
3,6,0,0.333333333333333,0,2,163,25,0,597.818586112354,600,0.517877754826832
1,1,1,0,0.0184049079754601,0,160,27,0,590.968183671233,600,0.517961501636912
5,2,0.2,0,0,1,161,26,0,600.516023755345,600,0.518043321372114
5,1,0.2,0,0.00617283950617284,0,161,26,0,602.315310546915,600,0.518126284655135
3,5,0,0.4,0,2,162,24,0,599.226344370279,600,0.51820881282966
3,1,1,0,0.0185185185185185,0,159,26,0,592.722475249734,600,0.518290331671007
2,2,0,0.5,0,2,162,24,0,595.902392305615,600,0.518372244023855
5,1,0.4,0,0.00617283950617284,0,161,25,0,600.296761754495,600,0.518454763803123
3,1,0,1,0,0,163,25,0,597.318691050592,600,0.518538577298794
4,1,0.25,0,0,0,163,26,0,601.0431564091,600,0.518620801559668
3,5,0,0.2,0,0,164,26,0,596.452572498347,600,0.518703838955313
2,4,0,0.25,0,1,164,26,0,595.528009128438,600,0.518786296726477
1,0,1,0,0,0,164,27,0,600.032576263012,600,0.518868805077616
3,0,0.666666666666667,0,0.00606060606060606,0,164,27,0,603.539989736431,600,0.518952186161557
1,4,1,0,0.0180722891566265,0,163,27,0,592.478070426252,600,0.519035697583112
4,2,1,0,0.024390243902439,0,160,27,0,595.398603528566,600,0.519117572878874
2,1,1,0,0.00609756097560976,0,163,27,0,598.473329273246,600,0.5191992848044
3,2,0.666666666666667,0,0.00606060606060606,0,164,27,0,601.642825316265,600,0.519281536661605
5,2,0.4,0,0.0120481927710843,0,164,27,0,600.967654765086,600,0.51936351730007
6,0,0.5,0,0.0180722891566265,0,163,27,0,602.204091414783,600,0.519445806805899
2,2,1,0,0.0120481927710843,0,164,27,0,602.499971022076,600,0.519528400951375
2,3,1,0,0.0301204819277108,0,161,27,0,589.250749798699,600,0.519612174758679
5,0,1,0,0.0306748466257669,0,158,27,0,595.360258919086,600,0.519692775986502
5,0,0.6,0,0.0122699386503067,0,161,27,0,602.115238744898,600,0.519771573550324
1,1,1,0,0.0182926829268293,0,161,27,0,593.749949464941,600,0.519850419944206
4,2,1,0,0.0185185185185185,0,159,27,0,598.450317624018,600,0.519926577557612
5,1,1,0,0.0306748466257669,0,158,27,0,591.509116476456,600,0.520003709188091
7,2,0.571428571428571,0,0.00613496932515337,0,162,27,0,605.118855507562,600,0.520080507020723
2,4,1,0,0.0240963855421687,0,162,27,0,596.991043727243,600,0.520159409841503
4,2,1,0,0.024390243902439,0,160,27,0,594.753134362305,600,0.520237608457776
4,0,1,0,0.0304878048780488,0,159,27,0,592.751433881773,600,0.520316162178036
3,2,1,0,0.0184049079754601,0,160,27,0,593.058963239816,600,0.520393321397118
5,0,0.6,0,0.0122699386503067,0,161,27,0,601.661034184398,600,0.520469621094686
3,1,1,0,0.0182926829268293,0,161,27,0,603.3552835745,600,0.520546927954076
3,0,1,0,0.0304878048780488,0,159,27,0,595.755022022996,600,0.520624398060829
8,0,0.25,0,0.00617283950617284,0,161,27,0,601.545571622965,600,0.520700460555139
3,3,0.666666666666667,0,0.0122699386503067,0,161,27,0,600.431128631224,600,0.520777013694808
3,1,1,0,0.0122699386503067,0,161,27,0,604.931728804063,600,0.520852504992196
2,1,0.5,0,0.0121951219512195,0,162,27,0,601.738393257594,600,0.520928921225132
2,3,1,0,0.0429447852760736,0,156,27,0,577.82958629485,600,0.521004960903634
4,1,1,0,0.0189873417721519,0,155,27,0,580.007448094961,600,0.5210756903341
2,1,1,0,0.0377358490566038,0,153,27,0,563.070034570887,600,0.521149481893314
2,1,1,0,0.0129032258064516,0,153,27,0,562.029067315242,600,0.521220693696825
4,2,1,0,0.032258064516129,0,150,27,0,556.071358136088,600,0.521292109391976
7,1,1,0,0.00649350649350649,0,153,27,0,583.516098207152,600,0.521361785432211
7,1,0.714285714285714,0,0.00625,0,159,27,0,602.576212832533,600,0.521435819178545
1,0,1,0,0.024390243902439,0,160,27,0,587.015062319426,600,0.521513510408317
6,1,1,0,0.031055900621118,0,156,27,0,593.116712004129,600,0.521587417377533
4,2,1,0,0.037037037037037,0,156,27,0,581.77750654449,600,0.521660950302228
3,1,1,0,0.0125,0,158,27,0,587.41300572269,600,0.521732909675047
4,1,1,0,0.0124223602484472,0,159,27,0,598.806091224756,600,0.521806665809183
4,1,0.25,0,0,0,163,27,0,602.142140583339,600,0.521881243650431
3,3,1,0,0.0304878048780488,0,159,27,0,595.172792751398,600,0.521956649840702
4,1,1,0,0.0185185185185185,0,159,27,0,597.412998806758,600,0.52203017421478
3,3,0.333333333333333,0,0.00613496932515337,0,162,27,0,600.283153241744,600,0.522104742668294
3,1,1,0,0.0245398773006135,0,159,27,0,593.426076955272,600,0.522179845098343
3,3,1,0,0.0123456790123457,0,160,27,0,596.480853804385,600,0.522254178732699
3,1,1,0,0.0245398773006135,0,159,27,0,592.502079711591,600,0.52232926290674
4,4,0,0.25,0,2,162,25,0,596.463043961308,600,0.522402771127677
2,4,1,0,0.00617283950617284,0,161,26,0,597.113442726585,600,0.522477365901086
2,1,1,0,0.00613496932515337,0,162,26,0,600.172048287156,600,0.522553272269854
2,0,0,0,0,2,164,24,0,609.663600391515,600,0.522629294411741
3,2,0,1,0,1,164,23,0,605.664762486631,600,0.522705702447838
2,2,0,0.5,0.00609756097560976,0,163,25,0,594.884985192451,600,0.522782506696002
2,3,1,0,0.00613496932515337,0,162,26,0,598.676577864065,600,0.522858334743673
3,3,0,0.333333333333333,0,1,164,25,0,599.315241914386,600,0.522936125763381
2,2,1,0,0.0121951219512195,0,162,26,0,596.288538912338,600,0.523013314188137
5,2,0,0.5,0,2,164,24,0,599.506589140814,600,0.52309073484651
1,1,0,1,0,1,164,24,0,598.292456473824,600,0.523168320082987
2,1,1,0,0.00609756097560976,0,163,25,0,601.781549811052,600,0.523244933031496
0,2,0,0,0.00606060606060606,0,164,25,0,597.142359253121,600,0.523322987175352
4,4,0,0.5,0,2,164,23,0,597.249055279381,600,0.523400311505608
3,2,0.666666666666667,0,0.00609756097560976,0,163,25,0,600.975859495709,600,0.523477956403626
2,1,0,1,0,0,165,25,0,597.335751331198,600,0.523554307252399
4,3,0.5,0,0.0121212121212121,0,163,26,0,600.35838015695,600,0.523629819020043
2,2,0,1,0,1,165,25,0,595.112250124255,600,0.523707098324592
1,1,1,0,0.00606060606060606,0,164,27,0,595.069523247831,600,0.523782927961004
2,0,0.5,0,0,0,165,27,0,600.441361481151,600,0.523859507512959
2,2,1,0,0.00602409638554217,0,165,27,0,604.954845184221,600,0.523935883197996
4,2,0,1,0,2,167,25,0,605.239945265788,600,0.524013574314489
1,3,0,0.666666666666667,0,1,167,26,0,597.638727821603,600,0.524091192411584
4,0,0.25,0,0,0,167,28,0,602.779166250615,600,0.524168650564444
4,0,0,0,0,1,168,27,0,607.796185440386,600,0.524246253121382
2,1,0.5,0,0.0119047619047619,0,166,27,0,602.281256956632,600,0.524324794148165
5,0,0.2,0,0.00598802395209581,0,166,27,0,603.49059819299,600,0.52440234155739
1,1,0,1,0,1,167,26,0,603.178003565431,600,0.524480412669504
5,4,0.4,0,0.0119760479041916,0,165,27,0,603.479946703261,600,0.524559590455727
3,2,0,0.5,0,0,167,27,0,599.22419991316,600,0.52463691786279
2,1,0.5,0,0,0,167,28,0,603.801632193478,600,0.524713620990614
1,2,0,1,0,2,168,26,0,603.41876987348,600,0.524790810302157
2,1,0,1,0,2,168,26,0,609.991904990159,600,0.524868700138531
3,1,0,1,0.00595238095238095,0,167,27,0,600.925555222367,600,0.524946894961937
4,1,0.5,0,0.00598802395209581,0,166,28,0,602.280558472419,600,0.525024023691767
