xrc,xrd,beta_c,beta_d,beta_c_minus,beta_d_minus,N_on_c,N_on_d,N_optout,P_total,Pref,Eavg
7,0,1,0,0.015873016,0,124,0,0,525.9449114,600,0.507549912
6,0,1,0,0.022900763,0,128,0,0,535.984606,600,0.507622705
4,0,1,0,0.014925373,0,132,0,0,543.2574652,600,0.507697735
3,0,1,0,0.029411765,0,132,0,0,538.9478038,600,0.507774395
8,0,1,0,0.051851852,0,128,0,0,541.171175,600,0.507850454
4,0,1,0,0.058823529,0,128,0,0,526.6996123,600,0.507924705
5,0,1,0,0.022727273,0,129,0,0,532.8829326,600,0.507995887
3,0,1,0,0.02238806,0,131,0,0,532.8334767,600,0.508069748
7,0,1,0,0.037313433,0,129,0,0,542.1105473,600,0.508144496
3,0,1,0,0.044117647,0,130,0,0,528.4048034,600,0.508220744
3,0,1,0,0.045112782,0,127,0,0,514.1468663,600,0.508293108
1,0,1,0,0.030769231,0,126,0,0,502.5284853,600,0.508361708
2,0,1,0,0,0,127,0,0,511.0254372,600,0.508426744
2,0,1,0,0,0,129,0,0,518.3476149,600,0.508493708
2,0,1,0,0,0,131,0,0,526.9457116,600,0.508563211
8,0,1,0,0,0,133,0,0,560.1408482,600,0.508633292
2,0,1,0,0,0,141,0,0,568.4659039,600,0.508711448
5,0,1,0,0,0,143,0,0,589.0944571,600,0.508791648
2,0,1,0,0,0,148,0,0,596.2252031,600,0.508877586
3,0,0.333333333,0,0,0,150,0,0,600.9224915,600,0.508965405
2,0,0,0,0,0,151,0,0,600.9224915,600,0.509054206
5,0,0,0,0,0,151,0,0,600.9224915,600,0.509143643
2,0,0,0,0,0,151,0,0,600.9224915,600,0.509231397
3,0,0,0,0,0,151,0,0,600.9224915,600,0.509319101
3,0,0,0,0,0,151,0,0,600.9224915,600,0.509408132
5,0,0,0,0,0,151,0,0,600.9224915,600,0.509495924
2,0,0,0,0,0,151,0,0,600.9224915,600,0.509584917
4,0,0,0,0,0,151,0,0,600.9224915,600,0.509673485
4,0,0,0,0,0,151,0,0,600.9224915,600,0.509762102
1,0,0,0,0,0,151,0,0,600.9224915,600,0.509851587
5,0,0,0,0,0,151,0,0,600.9224915,600,0.509940671
6,0,0,0,0,0,151,0,0,600.9224915,600,0.510030404
4,0,0,0,0,0,151,0,0,600.9224915,600,0.510119179
4,0,0,0,0,0,151,0,0,600.9224915,600,0.510207481
3,0,0,0,0,0,151,0,0,600.9224915,600,0.510296297
5,0,0,0,0,0,151,0,0,600.9224915,600,0.510385275
3,0,0,0,0,0,151,0,0,600.9224915,600,0.510474801
2,0,0,0,0,0,151,0,0,600.9224915,600,0.510564591
2,0,0,0,0,0,151,0,0,600.9224915,600,0.510653297
7,0,0,0,0,0,151,0,0,600.9224915,600,0.510742195
0,0,0,0,0,0,151,0,0,600.9224915,600,0.510831131
3,0,0,0,0,0,151,0,0,600.9224915,600,0.510920745
10,0,0,0,0,0,151,0,0,600.9224915,600,0.511010389
1,0,0,0,0,0,151,0,0,600.9224915,600,0.511098339
1,0,0,0,0,0,151,0,0,600.9224915,600,0.511186873
3,0,0,0,0,0,151,0,0,600.9224915,600,0.511275346
3,0,0,0,0,0,151,0,0,600.9224915,600,0.511363945
3,0,0,0,0,0,151,0,0,600.9224915,600,0.511452735
4,0,0,0,0,0,151,0,0,600.9224915,600,0.511541002
7,0,0,0,0,0,151,0,0,600.9224915,600,0.511630119
3,0,0,0,0,0,151,0,0,600.9224915,600,0.511719739
1,0,0,0,0,0,151,0,0,600.9224915,600,0.511809815
7,0,0,0,0,0,151,0,0,600.9224915,600,0.511898428
5,0,0,0,0,0,151,0,0,600.9224915,600,0.511987955
4,0,0,0,0,0,151,0,0,600.9224915,600,0.512076221
7,0,0,0,0,0,151,0,0,600.9224915,600,0.512165375
4,0,0,0,0,0,151,0,0,600.9224915,600,0.512254474
4,0,0,0,0,0,151,0,0,600.9224915,600,0.512344562
5,0,0,0,0,0,151,0,0,600.9224915,600,0.512433072
3,0,0,0,0,0,151,0,0,600.9224915,600,0.512521745
3,0,0,0,0,0,151,0,0,600.9224915,600,0.51261111
5,0,0,0,0,0,151,0,0,600.9224915,600,0.512700496
5,0,0,0,0,0,151,0,0,600.9224915,600,0.512789396
2,0,0,0,0,0,151,0,0,600.9224915,600,0.512877738
1,0,0,0,0,0,151,0,0,600.9224915,600,0.512966837
2,0,0,0,0,0,151,0,0,600.9224915,600,0.513055623
3,0,0,0,0,0,151,0,0,600.9224915,600,0.513144034
4,0,0,0,0,0,151,0,0,600.9224915,600,0.513234042
6,0,0,0,0,0,151,0,0,600.9224915,600,0.513322745
3,0,0,0,0,0,151,0,0,600.9224915,600,0.513411682
2,0,0,0,0,0,151,0,0,600.9224915,600,0.513500516
2,0,1,0,0.013245033,0,149,0,0,600.573161,600,0.513588863
4,0,1,0,0.026490066,0,147,0,0,600.6806476,600,0.513677788
4,0,1,0,0.01986755,0,148,0,0,603.8243862,600,0.513766849
3,0,1,0,0.052631579,0,144,0,0,582.5863673,600,0.513856948
3,0,1,0,0.006802721,0,146,0,0,589.3000825,600,0.513940856
5,0,1,0,0.040268456,0,143,0,0,586.216093,600,0.514026493
4,0,1,0,0.027027027,0,144,0,0,586.0014853,600,0.51411321
3,0,1,0,0.027027027,0,144,0,0,582.9040737,600,0.514198747
5,0,1,0,0.034013605,0,142,0,0,581.7622537,600,0.514283211
6,0,1,0,0.034013605,0,142,0,0,584.8247755,600,0.51436925
8,0,0.625,0,0.006756757,0,147,0,0,602.3320386,600,0.514455608
2,0,1,0,0.026315789,0,148,0,0,594.7517065,600,0.514546167
3,0,1,0,0.013333333,0,148,0,0,598.4817088,600,0.514634954
5,0,0.2,0,0,0,151,0,0,602.056943,600,0.514723788
2,0,1,0,0.052631579,0,144,0,0,576.0390249,600,0.51481313
2,0,1,0,0.020547945,0,143,0,0,570.7378108,600,0.514896878
1,0,1,0,0.04137931,0,139,0,0,550.8263846,600,0.514978493
6,0,1,0,0.042857143,0,134,0,0,549.6780402,600,0.51505531
5,0,1,0,0.007142857,0,139,0,0,563.8219613,600,0.515132882
2,0,1,0,0.048611111,0,137,0,0,545.0266005,600,0.515213967
2,0,1,0,0.043165468,0,133,0,0,528.969077,600,0.515290132
3,0,1,0,0.02962963,0,131,0,0,525.2537066,600,0.515362443
2,0,1,0,0.02238806,0,131,0,0,523.2335253,600,0.515433481
2,0,1,0,0.060150376,0,125,0,0,501.3356455,600,0.515504867
1,0,1,0,0.031496063,0,123,0,0,488.9577773,600,0.515571363
5,0,1,0,0.040322581,0,119,0,0,488.9136103,600,0.515633488
4,0,1,0,0.024193548,0,121,0,0,492.8729969,600,0.515696042
7,0,1,0,0.056,0,118,0,0,493.4361413,600,0.515759633
5,0,1,0,0.024,0,122,0,0,502.3439576,600,0.515823729
3,0,1,0,0.023622047,0,124,0,0,502.6336924,600,0.515890265
3,0,1,0,0.007874016,0,126,0,0,509.0618428,600,0.51595756
4,0,1,0,0.015503876,0,127,0,0,517.0196639,600,0.516024877
3,0,1,0,0.015267176,0,129,0,0,521.4998734,600,0.516094251
1,0,1,0,0.015151515,0,130,0,0,516.6853486,600,0.516166002
2,0,1,0,0.061068702,0,123,0,0,491.7146456,600,0.516235688
3,0,1,0,0.016,0,123,0,0,495.8518595,600,0.516300495
4,0,1,0,0.03968254,0,121,0,0,491.6836016,600,0.516365012
6,0,1,0,0.016,0,123,0,0,510.5231701,600,0.516429528
4,0,1,0,0.007751938,0,128,0,0,521.4741162,600,0.516498194
3,0,1,0,0,0,132,0,0,532.9016596,600,0.51656815
2,0,1,0,0,0,135,0,0,540.2568227,600,0.516641722
3,0,1,0,0,0,137,0,0,550.4384813,600,0.516717905
2,0,1,0,0,0,140,0,0,558.6251469,600,0.516795012
3,0,1,0,0,0,142,0,0,570.7137593,600,0.516875477
1,0,1,0,0,0,145,0,0,574.266533,600,0.516959753
4,0,1,0,0,0,146,0,0,592.2473977,600,0.517042526
4,0,0.75,0,0,0,150,0,0,604.2524656,600,0.517131871
3,0,0,0,0,0,153,0,0,604.2524656,600,0.517224281
5,0,0,0,0,0,153,0,0,604.2524656,600,0.517316387
3,0,0,0,0,0,153,0,0,604.2524656,600,0.517409949
5,0,0,0,0,0,153,0,0,604.2524656,600,0.517502371
4,0,0,0,0,0,153,0,0,604.2524656,600,0.517593831
6,0,0,0,0,0,153,0,0,604.2524656,600,0.51768553
5,0,0,0,0,0,153,0,0,604.2524656,600,0.517777126
3,0,0,0,0,0,153,0,0,604.2524656,600,0.517868775
2,0,0,0,0,0,153,0,0,604.2524656,600,0.51796139
1,0,0,0,0,0,153,0,0,604.2524656,600,0.518053137
4,0,0,0,0,0,153,0,0,604.2524656,600,0.518145998
3,0,0,0,0,0,153,0,0,604.2524656,600,0.518238303
5,0,0,0,0,0,153,0,0,604.2524656,600,0.518329219
0,0,0,0,0,0,153,0,0,604.2524656,600,0.518421506
4,0,0,0,0,0,153,0,0,604.2524656,600,0.518513847
5,0,0,0,0,0,153,0,0,604.2524656,600,0.51860661
6,0,0,0,0,0,153,0,0,604.2524656,600,0.51869898
4,0,0,0,0,0,153,0,0,604.2524656,600,0.518790581
3,0,0,0,0,0,153,0,0,604.2524656,600,0.518883867
5,0,0,0,0,0,153,0,0,604.2524656,600,0.518976177
1,0,0,0,0,0,153,0,0,604.2524656,600,0.519068415
2,0,0,0,0,0,153,0,0,604.2524656,600,0.519160361
1,0,0,0,0,0,153,0,0,604.2524656,600,0.519252178
3,0,0,0,0,0,153,0,0,604.2524656,600,0.519344423
3,0,0,0,0,0,153,0,0,604.2524656,600,0.519436099
5,0,0,0,0,0,153,0,0,604.2524656,600,0.519528058
3,0,0,0,0,0,153,0,0,604.2524656,600,0.519620739
4,0,0,0,0,0,153,0,0,604.2524656,600,0.519712746
1,0,0,0,0,0,153,0,0,604.2524656,600,0.51980448
2,0,0,0,0,0,153,0,0,604.2524656,600,0.519896602
8,0,0,0,0,0,153,0,0,604.2524656,600,0.51998835
4,0,0,0,0,0,153,0,0,604.2524656,600,0.520080014
7,0,0,0,0,0,153,0,0,604.2524656,600,0.520172765
4,0,0,0,0,0,153,0,0,604.2524656,600,0.520264577
0,0,0,0,0,0,153,0,0,604.2524656,600,0.520357016
4,0,0,0,0,0,153,0,0,604.2524656,600,0.520449188
8,0,0,0,0,0,153,0,0,604.2524656,600,0.520541845
2,0,0,0,0,0,153,0,0,604.2524656,600,0.520634449
4,0,0,0,0,0,153,0,0,604.2524656,600,0.520726299
5,0,0,0,0,0,153,0,0,604.2524656,600,0.520819445
1,0,0,0,0,0,153,0,0,604.2524656,600,0.520911594
3,0,0,0,0,0,153,0,0,604.2524656,600,0.521003476
4,0,0,0,0,0,153,0,0,604.2524656,600,0.521096242
4,0,0.25,0,0.013071895,0,151,0,0,601.2785361,600,0.521188891
4,0,1,0,0.026315789,0,148,0,0,601.9338406,600,0.521279538
5,0,0.8,0,0.026315789,0,148,0,0,601.034574,600,0.52137098
4,0,0.75,0,0.019736842,0,149,0,0,601.3904039,600,0.521461602
5,0,0.6,0,0.019736842,0,149,0,0,603.6644046,600,0.521553102
1,0,1,0,0.032894737,0,147,0,0,587.3624299,600,0.52164517
7,0,1,0,0.027027027,0,144,0,0,600.5621162,600,0.521732676
6,0,0.5,0,0.01986755,0,148,0,0,600.4394877,600,0.521823416
6,0,1,0,0.033112583,0,146,0,0,602.7156457,600,0.521913332
5,0,1,0,0.039473684,0,146,0,0,599.0513695,600,0.522003663
2,0,1,0,0.033112583,0,146,0,0,586.1677141,600,0.522091973
1,0,1,0,0.013513514,0,146,0,0,581.5765714,600,0.522177198
4,0,1,0,0.020408163,0,144,0,0,586.505914,600,0.52226177
4,0,1,0,0.006756757,0,147,0,0,599.6704222,600,0.52234653
3,0,1,0,0.013245033,0,149,0,0,602.5278571,600,0.522434536
2,0,0.5,0,0.013157895,0,150,0,0,600.1363914,600,0.522524343
3,0,0.333333333,0,0.006622517,0,150,0,0,601.0740225,600,0.522613348
4,0,1,0,0.039735099,0,145,0,0,593.3541528,600,0.522703
3,0,1,0,0.033557047,0,144,0,0,586.1822758,600,0.522789183
3,0,1,0,0.013605442,0,145,0,0,590.1298852,600,0.522874134
4,0,1,0,0.013513514,0,146,0,0,599.007284,600,0.522960239
1,0,1,0,0.02,0,147,0,0,591.6914915,600,0.523048481
3,0,1,0,0.013513514,0,146,0,0,593.2743333,600,0.523134727
1,0,1,0,0.013422819,0,147,0,0,588.4015841,600,0.523221079
3,0,1,0,0.006756757,0,147,0,0,596.7724749,600,0.523306194
4,0,1,0,0.033333333,0,145,0,0,594.543169,600,0.523394116
4,0,1,0,0.026845638,0,145,0,0,594.1784619,600,0.523481005
5,0,1,0,0.046979866,0,142,0,0,584.249376,600,0.523568358
2,0,1,0,0.034013605,0,142,0,0,571.5311582,600,0.523653495
5,0,1,0,0.020833333,0,141,0,0,581.2717947,600,0.52373522
5,0,1,0,0.020547945,0,143,0,0,590.287269,600,0.52381881
2,0,1,0,0.027027027,0,144,0,0,581.6148763,600,0.523904864
3,0,1,0,0.020547945,0,143,0,0,581.6751379,600,0.523989297
4,0,1,0,0.006849315,0,145,0,0,592.693807,600,0.52407413
2,0,1,0,0.013422819,0,147,0,0,591.8701156,600,0.524161537
6,0,1,0,0.020134228,0,146,0,0,604.4660013,600,0.52424913
1,0,1,0,0.026315789,0,148,0,0,592.2240052,600,0.524339714
4,0,1,0,0.040268456,0,143,0,0,583.0726492,600,0.524426295
5,0,1,0,0.027210884,0,143,0,0,586.3228546,600,0.524512076
3,0,1,0,0.02027027,0,145,0,0,586.5335381,600,0.524599956
4,0,1,0,0.013513514,0,146,0,0,595.9375934,600,0.52468667
2,0,1,0,0.02,0,147,0,0,594.1171458,600,0.524775598
4,0,1,0,0.013422819,0,147,0,0,602.3768554,600,0.524863739
0,0,0,0,0.01986755,0,148,0,0,590.2882431,600,0.524955494
6,0,0.666666667,0,0.006756757,0,147,0,0,602.9069718,600,0.525041832
2,0,1,0,0.026490066,0,147,0,0,592.2673483,600,0.525132499
2,0,1,0,0.020134228,0,146,0,0,588.0507353,600,0.525219269
2,0,1,0,0,0,148,0,0,597.2871505,600,0.525305708
1,0,1,0,0,0,150,0,0,601.6368436,600,0.525394472
6,0,0,0,0,0,151,0,0,601.6368436,600,0.525485019
3,0,0,0,0,0,151,0,0,601.6368436,600,0.525575379
5,0,0,0,0,0,151,0,0,601.6368436,600,0.525665221
1,0,0,0,0,0,151,0,0,601.6368436,600,0.525755543
5,0,0,0,0,0,151,0,0,601.6368436,600,0.525845179
3,0,0,0,0,0,151,0,0,601.6368436,600,0.525935646
0,0,0,0,0,0,151,0,0,601.6368436,600,0.526025659
0,0,0,0,0,0,151,0,0,601.6368436,600,0.526116515
4,0,0,0,0,0,151,0,0,601.6368436,600,0.526207149
3,0,0,0,0,0,151,0,0,601.6368436,600,0.526298277
4,0,0,0,0,0,151,0,0,601.6368436,600,0.526388695
6,0,0,0,0,0,151,0,0,601.6368436,600,0.526479458
3,0,0,0,0,0,151,0,0,601.6368436,600,0.526570308
4,0,0,0,0,0,151,0,0,601.6368436,600,0.52666015
4,0,0,0,0,0,151,0,0,601.6368436,600,0.526749695
5,0,0,0,0,0,151,0,0,601.6368436,600,0.526839293
6,0,0,0,0,0,151,0,0,601.6368436,600,0.526929203
7,0,0,0,0,0,151,0,0,601.6368436,600,0.527019472
3,0,0,0,0,0,151,0,0,601.6368436,600,0.527108981
3,0,0,0,0,0,151,0,0,601.6368436,600,0.52719883
2,0,0,0,0,0,151,0,0,601.6368436,600,0.527289895
5,0,0,0,0,0,151,0,0,601.6368436,600,0.52738049
5,0,0,0,0,0,151,0,0,601.6368436,600,0.527469016
4,0,0,0,0,0,151,0,0,601.6368436,600,0.527558659
0,0,0,0,0,0,151,0,0,601.6368436,600,0.527648168
4,0,0,0,0,0,151,0,0,601.6368436,600,0.527738209
3,0,0,0,0,0,151,0,0,601.6368436,600,0.527828603
3,0,0,0,0,0,151,0,0,601.6368436,600,0.527918837
3,0,0,0,0,0,151,0,0,601.6368436,600,0.52800933
4,0,0,0,0,0,151,0,0,601.6368436,600,0.528099962
7,0,0,0,0,0,151,0,0,601.6368436,600,0.528189324
9,0,0,0,0,0,151,0,0,601.6368436,600,0.528278463
2,0,0,0,0,0,151,0,0,601.6368436,600,0.528369241
6,0,0,0,0,0,151,0,0,601.6368436,600,0.528458967
5,0,0,0,0,0,151,0,0,601.6368436,600,0.528548332
1,0,0,0,0,0,151,0,0,601.6368436,600,0.528638555
4,0,0,0,0,0,151,0,0,601.6368436,600,0.5287281
7,0,0,0,0,0,151,0,0,601.6368436,600,0.528818088
2,0,0,0,0,0,151,0,0,601.6368436,600,0.528907912
4,0,0,0,0,0,151,0,0,601.6368436,600,0.5289987
2,0,0,0,0,0,151,0,0,601.6368436,600,0.529088025
3,0,0.333333333,0,0.006622517,0,150,0,0,600.7972566,600,0.529179422
3,0,1,0,0.026490066,0,147,0,0,597.6122695,600,0.529269247
3,0,1,0,0.026666667,0,146,0,0,595.2699354,600,0.52935819
1,0,1,0,0.020134228,0,146,0,0,588.2012133,600,0.529448003
4,0,1,0,0.020408163,0,144,0,0,590.7886744,600,0.529535156
2,0,1,0,0.006756757,0,147,0,0,595.5375833,600,0.529622748
4,0,1,0,0.046979866,0,142,0,0,582.9265519,600,0.52971248
3,0,1,0,0.020547945,0,143,0,0,583.5567149,600,0.529799582
3,0,1,0,0.04109589,0,140,0,0,572.8323947,600,0.529887094
2,0,1,0,0.034965035,0,138,0,0,559.2528064,600,0.529972219
4,0,1,0,0.014285714,0,138,0,0,568.4603541,600,0.530053453
3,0,1,0,0.007042254,0,141,0,0,576.8701144,600,0.530138028
3,0,1,0,0.027777778,0,140,0,0,571.3146489,600,0.53022365
1,0,1,0,0.027972028,0,139,0,0,557.8414061,600,0.530309113
4,0,1,0,0.021428571,0,137,0,0,561.8702645,600,0.530390619
3,0,1,0,0.007092199,0,140,0,0,569.3076505,600,0.530472215
3,0,1,0,0.006993007,0,142,0,0,576.6312813,600,0.530557451
1,0,1,0,0.027586207,0,141,0,0,565.208531,600,0.530643596
2,0,1,0,0.021126761,0,139,0,0,562.2903312,600,0.530725923
0,0,0,0,0.021276596,0,138,0,0,549.8946428,600,0.530807742
3,0,1,0,0.028985507,0,134,0,0,546.4889596,600,0.530887317
1,0,1,0,0.00729927,0,136,0,0,546.7800577,600,0.530966228
4,0,1,0,0.02189781,0,134,0,0,551.9410726,600,0.531046585
2,0,1,0,0.007246377,0,137,0,0,557.5760168,600,0.53112588
3,0,1,0,0.021582734,0,136,0,0,557.3659876,600,0.531207646
3,0,1,0,0.028776978,0,135,0,0,552.8412294,600,0.531288536
2,0,1,0,0.028985507,0,134,0,0,545.3711275,600,0.53136842
1,0,1,0,0.036764706,0,131,0,0,530.1606359,600,0.531445631
2,0,1,0,0.015151515,0,130,0,0,531.5224071,600,0.531519047
2,0,1,0,0.037878788,0,127,0,0,517.8193329,600,0.531593113
5,0,1,0,0.03875969,0,124,0,0,516.5236833,600,0.531662086
3,0,1,0,0.015503876,0,127,0,0,521.0408819,600,0.531731782
4,0,1,0,0.023076923,0,127,0,0,525.0518455,600,0.531802496
5,0,1,0,0.030534351,0,127,0,0,531.1175951,600,0.531874893
5,0,1,0,0.015151515,0,130,0,0,544.9858697,600,0.531947523
4,0,1,0,0.044444444,0,129,0,0,536.6468139,600,0.532023495
3,0,1,0,0.007518797,0,132,0,0,545.5690721,600,0.532097101
9,0,1,0,0.02962963,0,131,0,0,564.1888291,600,0.532174665
6,0,1,0,0.035714286,0,135,0,0,568.8955378,600,0.532255513
0,0,0,0,0.021276596,0,138,0,0,557.2573109,600,0.532336706
5,0,1,0,0.028985507,0,134,0,0,559.7214221,600,0.532416269
5,0,1,0,0.014388489,0,137,0,0,570.1166797,600,0.532496426
5,0,1,0,0.028169014,0,138,0,0,573.2872141,600,0.532578706
3,0,1,0,0,0,143,0,0,584.8451205,600,0.532661667
4,0,1,0,0.02739726,0,142,0,0,584.9265683,600,0.532747565
3,0,1,0,0.01369863,0,144,0,0,590.4255302,600,0.532832953
1,0,1,0,0.013605442,0,145,0,0,586.6644507,600,0.532920345
0,0,0,0,0.01369863,0,144,0,0,577.4280355,600,0.533007609
7,0,1,0,0.006944444,0,143,0,0,602.0104115,600,0.533089696
0,0,0,0,0,0,150,0,0,602.0104115,600,0.533180434
1,0,0,0,0,0,150,0,0,602.0104115,600,0.533270832
