xrc,xrd,beta_c,beta_d,beta_c_minus,beta_d_minus,N_on_c,N_on_d,N_optout,P_total,Pref,Eavg
4,2,0.25,0,0.012121212,0,163,23,0,601.2679891,600,0.518593012
1,1,0,1,0,0,164,23,0,597.5228711,600,0.518670287
2,1,0.5,0,0,0,164,24,0,602.0105553,600,0.518747638
2,4,0,0.75,0,2,165,22,0,597.5121416,600,0.518826624
2,1,1,0,0.018181818,0,162,25,0,594.6864064,600,0.518904291
3,0,0.666666667,0,0,0,164,25,0,602.6176381,600,0.518981516
1,1,0,1,0,0,166,25,0,598.6185924,600,0.519059907
3,2,0.333333333,0,0,0,166,26,0,603.4118904,600,0.51913806
5,2,0,0.5,0,0,167,26,0,598.4502272,600,0.5192163
2,0,1,0,0.011976048,0,165,27,0,599.5154853,600,0.519293862
4,4,0.75,0,0.011976048,0,165,27,0,604.3871803,600,0.519371782
2,1,0.5,0,0.005952381,0,167,27,0,604.8022964,600,0.519449925
3,2,0.666666667,0,0.017857143,0,165,27,0,603.8181592,600,0.519529342
2,4,1,0,0.011976048,0,165,27,0,604.8349347,600,0.519608517
1,4,1,0,0.017964072,0,164,27,0,592.3623661,600,0.519687712
3,1,1,0,0.006060606,0,164,27,0,601.8438854,600,0.51976576
2,4,1,0,0.023952096,0,163,27,0,594.046164,600,0.519846035
5,2,1,0,0.03030303,0,160,27,0,593.0918161,600,0.519923132
2,4,1,0,0,0,165,27,0,601.5963495,600,0.519998865
4,1,0.75,0,0.017964072,0,164,27,0,603.0289345,600,0.520076708
1,2,1,0,0.02994012,0,162,27,0,588.1952234,600,0.52015482
1,1,1,0,0.012269939,0,161,27,0,584.3781991,600,0.520231016
1,2,1,0,0.018518519,0,159,27,0,576.5355243,600,0.5203071
4,1,1,0,0.03125,0,155,27,0,572.9836041,600,0.520381701
2,2,1,0,0.031446541,0,154,27,0,555.792933,600,0.520456374
2,2,1,0,0.019230769,0,153,27,0,554.8577068,600,0.520528249
4,1,1,0,0.038709677,0,149,27,0,547.3982133,600,0.520600705
4,2,1,0,0.019607843,0,150,27,0,558.217782,600,0.520670842
3,2,1,0,0.006493506,0,153,27,0,568.0176685,600,0.520741817
3,0,1,0,0.006410256,0,155,27,0,577.4346323,600,0.520813834
3,2,1,0,0.044303797,0,151,27,0,560.022702,600,0.520887407
5,0,1,0,0.025974026,0,150,27,0,567.2658086,600,0.520956797
6,1,1,0,0.019354839,0,152,27,0,577.2502379,600,0.521025008
1,2,1,0,0.012658228,0,156,27,0,573.8410312,600,0.521095748
3,4,1,0,0.006369427,0,156,27,0,582.5274298,600,0.521164985
3,2,1,0,0.012578616,0,157,27,0,584.3144658,600,0.521235447
2,3,1,0,0.01875,0,157,27,0,582.6800311,600,0.521306559
3,0,1,0,0.031446541,0,154,27,0,572.409008,600,0.521375386
1,3,1,0,0.01910828,0,154,27,0,560.9408763,600,0.521443034
6,3,1,0,0.019354839,0,152,27,0,576.2950383,600,0.521509335
3,2,1,0,0.006329114,0,157,27,0,582.6481572,600,0.521577696
3,3,1,0,0.00625,0,159,27,0,590.5580357,600,0.521647744
1,3,1,0,0.024691358,0,158,27,0,578.5842721,600,0.521717983
2,4,1,0,0.025157233,0,155,27,0,566.4077931,600,0.521786264
2,0,1,0,0.025477707,0,153,27,0,559.7781581,600,0.521853106
5,0,1,0,0.006451613,0,154,27,0,580.8983231,600,0.521919623
1,2,1,0,0.025157233,0,155,27,0,567.2959079,600,0.521990289
3,2,1,0,0.019230769,0,153,27,0,567.8354637,600,0.522058124
5,1,1,0,0.025641026,0,152,27,0,568.7190591,600,0.522126993
2,0,1,0,0.01910828,0,154,27,0,561.6361285,600,0.522197278
3,2,1,0,0.012820513,0,154,27,0,566.5861248,600,0.52226606
6,2,1,0,0.025477707,0,153,27,0,576.7567776,600,0.522334897
2,1,1,0,0.018867925,0,156,27,0,576.0564149,600,0.522403424
3,2,1,0,0.018987342,0,155,27,0,577.8876006,600,0.522472085
5,1,1,0,0.006329114,0,157,27,0,594.2193081,600,0.522540081
0,0,0,0,0.012345679,0,160,27,0,584.4074186,600,0.522609898
5,2,1,0,0.00625,0,159,27,0,600.8507833,600,0.522679023
2,4,0,0.5,0,2,164,25,0,597.8679919,600,0.522750498
0,2,0,0,0.006097561,0,163,27,0,592.6931604,600,0.52282128
3,1,0.666666667,0,0,0,163,27,0,601.6250074,600,0.52289106
1,2,0,1,0,1,165,26,0,594.6397853,600,0.522963347
4,3,0.25,0,0,1,165,27,0,602.5487192,600,0.523035364
3,1,0.333333333,0,0.012048193,0,164,27,0,600.5163408,600,0.523108377
4,1,0,1,0,1,165,26,0,599.9787625,600,0.523180994
2,2,0,1,0,2,165,25,0,597.6907509,600,0.523252387
3,2,1,0,0.012121212,0,163,27,0,603.2591692,600,0.523325397
3,1,0.666666667,0,0.012048193,0,164,27,0,601.2213946,600,0.523397894
5,0,0,0,0,0,166,27,0,601.2213946,600,0.523470689
1,2,0,1,0,1,166,26,0,599.3956841,600,0.523543749
2,0,0.5,0,0,0,166,28,0,603.091234,600,0.523615803
2,0,0,0,0,2,167,26,0,614.3818744,600,0.523689692
8,1,0,1,0.005988024,0,166,26,0,603.8876959,600,0.52376513
2,1,0,1,0,1,166,26,0,605.285029,600,0.523838711
2,4,1,0,0.018072289,0,163,27,0,603.9874473,600,0.523912609
1,1,0,1,0,0,165,27,0,599.857246,600,0.523986771
2,1,0.5,0,0.006060606,0,164,28,0,601.1238732,600,0.524061125
0,1,0,1,0,1,165,27,0,599.9678528,600,0.524135819
1,2,1,0,0.006060606,0,164,28,0,600.6506434,600,0.524210006
4,3,0,0.666666667,0,1,165,27,0,594.7585593,600,0.524284082
2,1,0,1,0,2,165,27,0,597.2054636,600,0.524357529
7,1,0.428571429,0,0.012121212,0,163,28,0,602.5720105,600,0.524432356
2,0,0,0,0,2,166,26,0,612.9309036,600,0.524506959
4,1,0,1,0.018072289,0,163,26,0,596.0688785,600,0.52458362
0,3,0,0.666666667,0,2,163,25,0,596.8998747,600,0.524656665
3,0,1,0,0.018404908,0,160,27,0,595.7322248,600,0.524731037
4,2,0.25,0,0,0,163,27,0,601.3548168,600,0.524804767
4,1,0.25,0,0.006097561,0,163,27,0,601.3416739,600,0.524879274
7,0,0,0,0,1,164,26,0,606.169198,600,0.524953243
1,0,0,0,0,1,164,25,0,609.7521475,600,0.525028326
2,2,0,1,0,0,164,25,0,598.5577649,600,0.525103682
4,3,0.5,0,0.006097561,0,163,27,0,603.6884399,600,0.525178015
5,1,0,1,0,1,165,26,0,603.4270436,600,0.525253674
2,1,0.5,0,0.006060606,0,164,27,0,604.4982932,600,0.52532982
7,1,0,1,0,3,165,24,0,614.4993343,600,0.525405061
2,3,0,0.333333333,0.012121212,0,163,25,0,599.3818315,600,0.525481589
5,4,0.6,0,0.012269939,0,161,26,0,603.6250875,600,0.525556197
5,0,0,0,0,1,164,25,0,607.6241332,600,0.525631637
0,1,0,1,0.006097561,0,163,25,0,598.5925681,600,0.52570757
2,0,0,0,0,1,163,25,0,603.5542313,600,0.525783244
3,0,0.666666667,0,0.012269939,0,161,25,0,603.1405332,600,0.525858883
4,1,0.75,0,0.018404908,0,160,25,0,603.0242692,600,0.525933861
1,0,1,0,0.006134969,0,162,25,0,600.5743054,600,0.526009094
4,0,0.75,0,0.012269939,0,161,25,0,604.773168,600,0.526083892
3,2,0.666666667,0,0.012195122,0,162,25,0,603.9523474,600,0.526161389
3,1,0.333333333,0,0.006097561,0,163,25,0,603.8196513,600,0.526237559
3,3,1,0,0.018292683,0,161,25,0,603.5089677,600,0.52631298
2,1,0.5,0,0.012195122,0,162,25,0,600.0386603,600,0.526388015
5,1,1,0,0.030674847,0,158,25,0,600.640883,600,0.526463533
7,0,0.285714286,0,0.012269939,0,161,25,0,601.0412815,600,0.52653843
2,1,1,0,0.018404908,0,160,25,0,599.3244801,600,0.526613491
8,1,0.25,0,0.00617284,0,161,25,0,603.1276919,600,0.526685376
1,2,1,0,0.006134969,0,162,25,0,601.6036526,600,0.526759009
4,1,0.25,0,0.006134969,0,162,25,0,600.6211135,600,0.526834053
3,0,1,0,0.024539877,0,159,25,0,597.5134709,600,0.526907553
1,2,1,0,0.012345679,0,160,25,0,594.1275583,600,0.526979173
1,3,1,0,0.01242236,0,159,25,0,588.2909107,600,0.527050652
2,3,1,0,0.025,0,156,25,0,576.1941715,600,0.52712074
2,0,1,0,0.025316456,0,154,25,0,562.1105285,600,0.527189537
1,2,1,0,0.019230769,0,153,25,0,554.2345712,600,0.527257729
4,1,1,0,0.019480519,0,151,25,0,556.6495942,600,0.527324599
3,1,1,0,0.019354839,0,152,25,0,553.7678312,600,0.5273937
1,2,1,0,0.032258065,0,150,25,0,533.0103239,600,0.52746429
3,2,1,0,0.039735099,0,145,25,0,525.2842643,600,0.52753171
4,0,1,0,0.006756757,0,147,25,0,534.8297493,600,0.527597289
2,5,1,0,0.01986755,0,148,25,0,530.6397209,600,0.527666113
2,2,1,0,0.02,0,147,25,0,527.9185784,600,0.527734307
2,2,1,0,0.013422819,0,147,25,0,525.8990562,600,0.527801042
2,4,1,0,0.020134228,0,146,25,0,522.5414497,600,0.527868823
6,3,1,0,0.006756757,0,147,25,0,544.679636,600,0.527936711
3,4,1,0,0.039215686,0,147,25,0,533.9319456,600,0.528006889
3,3,1,0,0.02,0,147,25,0,534.237061,600,0.528074977
3,4,1,0,0.02,0,147,25,0,536.4917913,600,0.528142482
2,1,1,0,0.006666667,0,149,25,0,541.0633858,600,0.528210291
0,3,0,0,0.013245033,0,149,25,0,533.3457753,600,0.528277447
2,0,1,0,0.013422819,0,147,25,0,531.832987,600,0.528343926
